sentiment,id,user,text
Negative,1752844002,CrazyNess,"@shyheartsjordan No...I don't get to...I just went to a show in March, but nothing is coming close enough...  *crying*"
Positive,1827566830,kimkokonas,so glad theres no school tomorrow 
Negative,2201587190,StarNDaMaking,@Nikki_Lauren Lol u know I got u babe. We bout to watch it n a lil bit n I wish u were here 
Positive,1695278702,twiter_twotter,I'm going to do my homework... bye! 
Negative,1966472655,currieaf,Back from happy hour! My favorite bartender wasn't there today 
Positive,1550817839,hannahnoelleFan,i need like three people to comment my default ! 
Negative,1835690789,carryfiasco,@taralou88 i've just realised where we should be tonight. 
Positive,2058963181,ChupaCabras69,"I wish I had more virtual memory for my myspace page, please Sir can I have some more    http://www.myspace.com/38pr"
Negative,2209084729,LaLaCrashTragic,"Wishes she could see The Arlequins on Friday, but she doesnt live in Sydney "
Positive,1990550427,everhostile,@TormntdByDemons I would be very interested to learn the story behind your username. 
Positive,1966061492,maguireuniverse,@Omarion5sho is dat spose to say omarion4sho 
Positive,2179555975,CharlottexKx,@taylorswift13 my friend just got a scholarship to study music &amp; education in Nashville. She's a great person like u. independent;smart 
Positive,2064337571,dopeydoo,i want Blueberries. NOW. haha 
Positive,1957456475,withloverianeee,@lamborghinibow or me ..whichever 
Negative,2052259381,MissAyRab,"bloody red eyes, ouch "
Negative,1990387336,Missscribbler,"I'm looking through some properties in this place called Hartamas, Malaysia. God, I wish I have enough money...  I'd have a great design!"
Positive,1992354427,AlaiaL,Survey Says! as a retail customer what extra goodie would make you feel valued. tell me your wishes please! fingers on the pulse 
Negative,1794530847,muzeenaR,@djzinc  eeeek... why is it not on the rinse.fm podcast?!! 
Negative,1976619330,lisajackson30,"With the way this damn game is going, we just might see LeBron in a Knicks Jersey next year "
Negative,1980016399,wymesei,Talk about a hot weekend. I basically slept all day today. 
Positive,2175037703,BethTana,@KateUNE Thanks 
Negative,1686501301,nuttychris,"@ZRHERO lmfao and nope i aint got xbl  getting my xb put on live soon tho, when i get my interweby sorted lol"
Positive,1834165695,SoulReader,@Roughlyhuman never to early for chocolate 
Negative,1468708630,loris_sl,"@PamJH yes, more than 150 people killed and a lot missing "
Positive,1833587163,iyaitssuzanne,@jesssicababesss okay thankyou ill fast forward to that bit 
Positive,2054046393,jesh,@suseaslowknitta LOL wrong side of the pond I'm afraid! I'm going to the squam lake ravelry party in new hampshire 
Positive,1977081087,anesthesiaqueen,@mandisaofficial you have to see them in order !! it will make more sense 
Positive,1751177356,missdestructo,"@bobbyrettew  That makes my day so much better, it's been a rough one. Did I mention I love the new photo! "
Negative,1565950474,ReekahL0ve,@lamborghinibow bow you're an ass! i hope your inconsiderate ass stays numb forever! you're not even reading my ideas!! 
Positive,2002790801,SweetgrassMusic,@photine I know how you feel - I've been there myself. Just try to focus on the thousands of flights that arrive safely. Best of luck. 
Negative,2051066496,essentiallyaspy,"@deannetheresa I hope things are okay, dear  xoxo"
Positive,2057117447,iamluvnjordan,@jaredaripaul PLEASE schedule at least ONE show in florida..we want full service too!!!! 
Negative,1693394792,Luv_ChelseaFC,I miss the weekend already  dont want to work wish i was homer simpson  lol
Positive,2015517586,allyssia,"&quot;Our motive is not to live up to our self-worth, but to live up to our possibilities&quot; ... Today's a good day to start, eh? "
Negative,2261157928,xskeix,@firewolf826 I hope so. 
Negative,2203988844,afef,i was lucky that a guy passed to the pharmacy today - he got me some optrex for my super red eyes i woke up with 
Negative,1997826599,kelliecobra, wristbands didnt come. debit card did though wooo
Negative,2183938727,iTweet82,Trying to amuse my cousin. It's not working! and he's playing Halo w/o me 
Positive,1834403080,sereneclaire,@wildbutterfly I'd go for the good book every time! 
Positive,1825064957,hinching,@lilmui Tempting but sadly in the wrong state. 
Positive,1970994944,MacSheikh,Hey everyone!  
Negative,2013789907,jakey_horney,"Woo 10 min presentation went ok. So tired,  have no energy to go to work  I wanna go sleep!"
Positive,1980213275,Loocbee,Woo Luke's in 6th! 
Negative,2054245730,xianneangel,wishes you'd go online already. 
Negative,1792618472,jadecrimes,"Another day Ill, "
Positive,1997158780,LadyLeeT,"@gooberdlx btw, where are your SF @dropio peeps? They should come to the Entrepreneurs Lounge on Friday. "
Positive,1680346995,timmyfuentes,Wow I'm bored lol 
Negative,1564085466,ivana_vy,"@jamie_oliver not really, stuck with my assignments "
Positive,1976569474,sinzero66,   @Standing_Stones  Thank you very much for the DVD suggestion!  Very nice of you!  Looks good.
Positive,1557161357,kyle_calilung,Laying in bed with jaymee. Life is good after prom 
Positive,2188803317,snazzzy714,Goodnight #squarespace. I love you. Oh and night everyone else. Losers..... Haha. 
Positive,1961593534,TickingTimeBomb,@Nevidge20 nevvy  heys
Negative,2054683511,ellebelleee,@jtotheho  have a good holiday 
Negative,1932792509,TheCamster1,I know! Miss u 2 
Negative,1965473076,kaeili,"okay, need to hit the sack.  i gotta wake up in like 5 hours   goodnight everyone!"
Positive,1966094666,Lipstickiss707,"Wow, I love it. Go for it "
Positive,2013912705,HollywoodMom,@Parentella Even nicer when you're bumped from food stylist to the stars to actual star in a huge block buster film. 
Negative,2254597836,Jlopez222,@natneagle Same here... I'm big on face products because I have eye issues.  So some products and shadows really affect my eyes.  
Positive,1558705136,eguitarfreak,finished 
Negative,1883206884,visik7, I was more interested in good python port for .net rather than java re: http://ff.im/396jG
Negative,2299646989,jsrajjan,"Excessive Heat Warning for Douglas County, NE  "
Positive,1694979437,jenciTN,@ChrisCuomo DO NOT DO IT  I've seen enough  movies to &quot;know&quot; that something terrible will happen... LOL
Negative,1979234702,jimysox,Ugh! I miss my dad more then ever! R.I.P!!! This fucking sucks!!      
Positive,1565648870,dvf_woz,"@John_the_Monkey Yeah, why not swelter on a rickety old racer with a wonky front wheel instead! That's what I'm doing "
Positive,2015161732,topsykretts23,is signing back in.. 
Negative,2324423304,Stefter,Meg: You hyper again today? Remember Cor won't be available today 
Negative,2193905808,reneeee,"shower, and then cleaning. "
Positive,1676100065,accuratepassion,@seashellgigi Thanks. I am confinded to my room cause there are kids in my house. kinda sucks. Have the hand sanitizer at the ready. 
Positive,1685902054,aussiegirl_86,"@JonathanRKnight It wasn't a mistake Jon, because now I know when you guys are coming to Australia "
Positive,2059230093,carrythatweight,@princesshattie you have to wait like everyone else. 
Positive,2192229094,jjc8116,@DwightHoward AYO dwight man dnt even sweat it da sky is the limit 4 you im still mad u dint get da 2k10 cover but w/e just keep working 
Negative,2053640512,LouLouBabez,Upset!  i no he doesnt know me but he doesnt have to be meen! and if he thinks im obsessed NO! im not!
Negative,1993092838,DamienCripps,@behringer our sound guy bought me a new mic - i dont like it but i feel bad if i dont use 
Positive,2004476573,niiknacks,Wait. Try for her license again* Oops 
Positive,2184738756,Mmartie,@elishacuthbert Catalina is kind of overcast cast &amp; chilly  Hows the weather where you are?
Positive,1956886397,dotheNOOODLE,@karriehwrites let's make it 95 
Positive,1986495947,mommykoz,You are a twitter geek too 
Positive,1990551777,spillspace,@brimblecombe Thanks 
Negative,1676507004,aneila,Why am I tormenting myself? 
Negative,1991443828,RuyaBuyuktetik,wishin' the best for the people in the plane  i'll be headin' to the airport to catch my own flight... wish me luck...
Negative,2224965403,fattyscandals,I'm dying from all the econ things. 
Negative,2184222531,joetheguy,"is having a shitty day. Work was a suck, I forgot my lunch on the kitchen counter, no one knows how to drive and my left ear hurts. "
Positive,1976478570,Marcus105,@GAGonmySWAG did you just say High??? Ok then I will. thanks.  hahaha...
Positive,1975968987,alyxxx,oka so polar ice then sonoras tonight.  yay
Positive,1990113722,britta_mas,"Likes: Defying gravity  stealing calculators , Lee , lucky charms , Summer Mommys new job ! Ah. Dislikes: none   23days&lt;3"
Positive,2001487738,SoraJhannoa,@phyrehawk Ive been to a supernatural con. and it was awesome. also Im a freelance games designer now  hows you?
Positive,1979404655,tracingstars4,@MrAdamLambert Adam!I wrote a song 4 u! u've got 2 see dis! Im gona keep flooding until I know you've hear it.  ILY! Good luck! 
Positive,2178165618,amos1604,"in math class, exams in 3day friday.monday.tuesday.wednesday! THAN OFF SCHOOL  might do corn tho, need to buy a laptop and new camera"
Positive,2053140864,tinyfragments,@lissyx have a hug on meeeeeee 
Negative,2265287970,pinkxoxoprinces,being sad    cuz___
Positive,1979123466,VioletsCRUK,Good morning all...another scorcher...may even air the bikini today!! LOL 
Positive,1686552190,tigerlvr28,Thanks Kevin (@kev125) I love you! 
Positive,2009019391,Random_Chicken5,@zend13 oh yeah that's today 
Negative,2055423794,ceidiog,i seem to be the only person in the world not going out tonight and it depresses me 
Positive,2053142208,svetlana182,@1capplegate watch out for pickpockets in rome! those guys stole my purse when i was there! 
Negative,1685677249,piaaguirre,"@Pao_Villacastin Aww. I`m sorry to hear that, Pao. "
Positive,1792535350,johnnyacop,@alexiswestphal Thank you very much sweetie...those kind words go a long way...have a great night best friend  &lt;3
Negative,2222347797,amkb,I need a nap!  
Negative,1975410118,MusicIsHealthy,@SSjUmi oh *hug* yes i like that song. I would love to sing it xD but i don't have that version 
Positive,2060580695,Frank_Whyte,"@LaniBrooke Id Give My Xbox Away, Rather Spend My Time With You.  Lol"
Negative,2065492998,87sal87,"@enia59 Aw, hun! You're gonna make me cry  You will get to england! Course you will &amp; ur doing well at college aren't you? xxx"
Negative,2053213008,SociallyCubed,@BouncyBritt 
Negative,2013075268,VanityMakeup,Im going to fail my maths exam - I dont understand any of it 
Positive,2054578567,mexiadri20,good morning  everyone 
Negative,2058409315,bam431,i hate work 
Negative,1836199246,daniellehss,Going to do my homework  
Negative,2054308069,nathanrdotca,@Tuvok_ ooc Ah. I don't know how better to explain it to Tuvok. 
Negative,2259758273,cassandROAR, i dont like the fact my gay best friend is in tears... â¥
Negative,1793721660,shelly6273,"@mossyrants website says Church Square , gutted I can't go "
Negative,1978977638,koast08,@iheartrachael @allyXwebb OHHhhh ok i see know your picking on me not nice 
Positive,2062559824,HectorJesus,I &lt;3 TJ! haha  ...can you just IMAGINE what its going to be like when I'm 18?! Lol...now we're driving to the revolucion! ;)
Positive,2048516472,GeneManuel,I missed the 5:30pm bus from Montauk. Taking the 6:30pm instead. Loooong day but all is well. 
Negative,2175627435,jesscaar,craaaappp i missed JONAS 
Negative,1957442526,johnnydonovan,4am foodshopping cause I was sick all day and was in hospitals  being alone blows
Negative,2237982983,haleyshandmades,already too humid for anything outside here without getting sticky  Sunny and I will just have to play inside today.
Negative,2324949627,fotozbynelz,i wish i could stay home 
Negative,1760311499,ThatHeatherKid,@localxcelebrity I want a cuddle buddy  FED EX ME ONE !!! lmao
Negative,1978022457,EricaShante,twitter is wack. Anywho I am at The Reserve with my besties then headed downtown...My myspace page is phishlocked so I cant log on 
Negative,2044090861,Tazziemoto,@mparent1: that doesn't sound like a good way to start your weekend. 
Positive,1968235556,DavidBostic,@jinnyfallon that would be like Jay Leno did. Sorry 
Positive,2000446280,happyBeSacky,@tommcfly GOSH! ...but i prefer the latter! what will we do tonight??  x
Negative,2220851002,darrencrannis,Rufus is poorly sick 
Positive,2018617755,zcopley,"@ryanlrussell Hadn't made that connect. &quot;Laptop, are you skynet?&quot; "
Negative,2198700105,fattieb,needs a job 
Negative,1687433443,exortabreedoll,@KeithCumsOnU **curled up and snuggle in** something creepy just happened.. i'm so scared 
Negative,2229471853,thanhluan001,I thought graduation would make me happy. Nothing is further than the truth 
Positive,2176268583,Dan_Townley,@S73VI3_G An Hour Of School ! ! ... ive just woke up like 10 minutes ago  Good Times
Positive,2039842839,khafiz,had a nice sleep! almost 10 hrs  now heading to the work!
Negative,1992874480,ErinRaeOrloff,wishing my @AlbaSeoneAnton sweet dreams and safe travels. shanghai will miss you dearly and so will i 
Positive,2060581272,lissabby,"@kayla_maynard Alright then,getcha drunk ass on overr hurr! "
Positive,1792194003,twofourteen,@nothingbutsong I love epic naps. 
Positive,1555729531,Mark_Milly,@MsPorsh -hell muthafuckin yeeeeaah! 
Positive,1834375180,toputitaway,@AlexanderVnEich Update to v8.x. That one is much better  check out iNotes
Negative,2244818356,pacomontoya,"I get to go home a whole 15 minutes early! Yah, this is cause for celebration!!!  &quot;Sigh&quot;"
Positive,2058898003,JaeShaunese,@MissFarrah &quot;a boss&quot; hmmm that might upgrade and move over my bucket list 
Positive,2188849022,Hal610,@OsamuK My pleasure!  
Negative,2181614550,zuzluz,"Just had a shower. Now im getting ready, then packing and then bedtime.. Gotta be up REALLY early tomorrow "
Positive,1990539669,subhransu,"@abhishek198 dude, i want little bit sugar with everything. and if she could ... she would make a tea with out sugar. "
Positive,1932773010,angelnics,loved the last episode of greek 
Positive,2016085645,lexusperplexus,@O2 Ahh OK. Please tell the powers of O2 that the Palm Pre would be much appreciated - provided it doesn't take too long to come out! 
Negative,2284143377,ElleCTF,@meganctf GET ME SOME CREEPER POSTCARDS!!! Write to me D: imy already 
Negative,2051519157,SammeMarie,My eyes hurt and I feel clammy. I might just be a four letter S word I don't wanna say. 
Positive,2017084232,MyInnerSexFiend,"@BlowhornOz Oh! Doesn't sound so good, I got through insomnia too. Hope you feel better "
Negative,1980832259,fadedmoon,"@trohman yes, Yes it is.... can't believe its not in the TT anymore... "
Positive,1981659106,spklsintxusa,"Lee, Production Director asked me again, &quot;Are you twitting again?&quot;  Thanks to Tammy and Ryan Moore "
Negative,2176461304,GeorginaGS,@gazzj27 Gareth you suck and until you recognise the true greatness of fishfinger sandwiches you always will. I pity you 
Negative,2031658943,sarah_717,@ColdHearted19 aww hope its not  did u hear boutt what bb r doing tonighttt?
Negative,2266613516,BlauerPanther,"@dtrabert oh,it seems you are not happy like this.Poor little girl, I'm feeling pity for you "
Positive,2063396422,pereca,@millaty my Indonesian is little rusty these days 
Negative,2306747460,pnkllr,I r stuck at work. http://tinyurl.com/mlkjkk
Negative,2190624490,x_laureeen_x,is gutted this wk will be the last time spent with her 54 girls before we move out forever  cosmic tuesdays!!
Negative,1974441843,rainandreverie,annoyed at the barrage of the porn spam on last.fm today. Example http://www.last.fm/music/Sufjan+Stevens   
Negative,2208521998,angelheart704,"I am extra broken today. I took the meds my doc gave me for spasms but not for pain, was scared to take them at work. Now I want drugs "
Positive,1972599487,Janciepants,@mgardot Awesome!!! 
Negative,1977123798,kia483,thanks cavs thanks. 
Positive,2181523613,MichellesCats,"#meowmonday Still new, lurking and watching how all this works. "
Positive,2045319377,nbwords,@sammysunshine and likewise cool lady! 
Negative,2190111409,iLivebymusic,jbs verison of thinking of you just makes me want to cry 
Negative,2238099753,saffrontanner,"Thinks your sweet but i stil feel ill,  x x"
Negative,2069154799,andreatrasatti,hard to stay concentrated. 
Positive,2057282046,jlynnefennell,@JackieDetterich haha you are! I even knew about Keystone construction. lol 
Negative,2057812949,Kevin671,Now I'm expecting the old man to die 
Negative,2298484123,mlewicki,feeling sick without my phone 
Negative,1971976590,almostsk8,Crap bearly sleeped  and already I'm awake ! If it wernt for up I wouldn't of done it lol
Positive,2014665701,missdorothy,@cxptainkirk i got my punching gloves on...lemme at her! jaykay. 
Negative,2177959814,ocultado,Grabbing 2 slices of lettuce and a breadroll at 2:45pm due to your 3pm call is irritating when you discover that the 3pm is tomorrow 
Positive,1573579502,lozarcher,"Aww, you're not dull @trollied. (I'll get my coat "
Negative,1964230581,maddbass,@melodykid ahhh i cant go then! i could've gone at like 1 
Positive,2055197754,victoriavox,@jedijon sounds lovely 
Negative,1985824212,pinupjuice,@KDotgotuwatchN yea I'm still heree  unfortunately
Negative,2184871662,ksalsa93,I love how I still haven't had a day yet that I got to sleep in 
Positive,2176460723,HeathCastor,@Boyislost same to you 
Positive,1992710618,BlogWellDone,@GinaLaGuardia But now I'm at work.  No wife to nag me.  How's your day? 
Positive,2058365283,ChelsDuff,I wish my mom would hurry and get home; I would seriously kill to have my cheesy bread right now 
Positive,1975551056,Patiencedunbar,Yo I'm n my kitchen making some bomb ass pasta! Enough 4 everyone. LET'S EAT 
Negative,1992467313,dilanrf,so close.... yet so far..............;) thibba firefox ekath weda karan nae ne dan 
Positive,2176496176,Filiz_17,schools out  go home   
Negative,2286247267,DaniScot,@MODSUN terrible timing I got money stolen from me so I have none to spend 
Positive,1836097384,Deanimator,@StixSpaztic Makes you feel lucky to know that your parents knew what discipline is &amp; that you are not in trouble at a young age. 
Positive,1882077820,kevinbruce,"@cgcumber aww! Well, that's a badge of honor! I've gone to work many a day with that! "
Positive,2182552368,kellypxox,@ciararyandreams haha i know he's awesome 
Negative,2067293634,DWsRoseC,@luckee13 how is the elderly man doing? any updates on the hit &amp; run? 
Positive,1957699832,Mawiyel319,talked to Angie about twitter ) she might make an account ) I hope she does... and Facebook too 
Positive,1972163008,zaneology,#levywedding   just because 
Negative,2244501128,kaiti0405,On my way to the airport  only Twitter and Facebook to contact me while I'm there. My phones gonna be off
Positive,1882196515,SW_Photography,"@LeslieRoark You're funny.... you didn't even look sick!   I'm getting over Bronchitis, so i wasn't as chatty as I normally am! lol"
Positive,1834709436,houzhou,had a nice day..  even if i smell cream.. lol but especially hoping @Lise1805 had a nice day too.. &lt;3
Positive,1965583593,Decinces,@superduperjes LOL they were really good it was plum vodka and pomegranet vodka. I should have done the stache thang hahahah!!! Good call 
Positive,2189238149,crapforcrap,Quote from my anonymous blog: &quot;Imwritingafackingletterificantgetthisworkedouttomorrow!&quot; ... 
Negative,1836232546,sarasquares,Bladdy fox got my chickens  but i had 2 eggs so its not all bad
Positive,1971282273,Lizzi_85,@dizzycoolbabe hehe bless him  how are you?
Negative,1968248639,luckysevenstar,Sad to be missing blackstar tonight 
Negative,1692712453,devyyydangerrr,@dannyXDphantom i think so 
Negative,1974569883,justkappa,@RedMonetMizrahi --yeeeess!!! lol...mother's wearing that lil napkin on they head.. luv it! awww I miss church sooo much!  --6 more months
Negative,2249114855,YaBoyLyricz,Just finish writing a song called &quot;Let's not Pretend&quot; Track is about a girl who cheated on me and acted like it was nothing. 
Positive,1753804471,HillNetley,@hottieann2145 nice to meet ya! 
Negative,2070696314,NBCXJack,@msgoth84 i almost watched Death Note last night but fell asleep  i haven't really watched it but it looks cool.
Positive,2062040327,intoyoureyes,I hope everyone is doing good! 
Negative,2247517113,bambbles,"@sailorv983 the worst part? my sister didn't have to stay bc she had a grad party.unfair, esp since all ive done is play rollercstr tycn! "
Negative,2176901279,chinaberrylady,@striderhibiki I want free pizzaaaaa. Sorry I couldnt hang out 
Positive,1998390962,GoddessHarveen,"yep,i did it! not becauseIowe anything on it, but to help me not to purchase so much stuff in the future! "
Positive,1834788134,eyghon8,Chris &amp; AJ landed safe and are now in the future. Hope they have fun 
Negative,2184062475,Makinov,"@SundeepToor Re-uploading  I knew that was gonna happen, I was too quick to announce it was online!!"
Negative,1827683545,mary_ann987,"All moved out of the dorm...man im gonna miss my old life, it was amazing. Im a former streetfighter now  *~MJ~*"
Positive,1880642819,jwhou,just finished watching equilibrium with micah and chiyo.  yayy for carpool ministry finally hanging out.  
Negative,1998635066,kick_back_80s,poor kirk... having to condemn either mccoy or spock to death  AND THEY'RE FIGHTING OVER BEING ABLE TO DIE WTF
Negative,1992970992,Pro37phet,i ms'd tha strawberry letter this morning 
Negative,1963221407,sharding,@justinmcintosh Ugh 
Positive,1988873808,bettinapancho,&quot;Everyone wants to cockblock him.&quot; - best fraaaaand 
Negative,2015324348,mikejaydavies,@RachTaylor I can't do C3! 
Positive,1823845577,notkablamo,Watching Dane Cook Vicious Circle before SNL. 
Negative,2286374552,va_songstress, my Bday is almost over!!!!!
Positive,2191406105,Raaphorst,@jellea link? vast cool 
Positive,1824618411,virtuallykaren,"Still digesting a (frankly) marvellous wild mushroom risotto and croissant-and-butter pudding. Oh, my thighs have split! "
Positive,1559259159,_EmilyUley,@_Brittany_ Nice 
Positive,1557175707,dubber,@martinaustwick I question his methodology. And his sample size. And his stereo. 
Negative,2001700014,marramgrass,"But the dmg is corrupt so I can't install it anyway.  No Â£30 rebate on dog food for me, then."
Positive,1834090404,liaquintans,"@Lee_Myka MYKAAA! Finally, you've got Twitter! Yey! "
Positive,2065090428,blasteruk,@dave_fender aye been thinking about that think we should all do the tees pride as super heroes  also get T.I.B.B.S vests
Negative,2062371558,PinkToastE, Nuu supa stop that its not good fer your health
Negative,2189984385,reereesh_cechil,have no idea..somebody help... 
Positive,1834045286,Casz86,Had a back massage 
Negative,1955814716,bastrid,Hey @backstreetboys   no  lo  grabaron    (groundctrl live &gt; http://ustre.am/X1C)
Negative,1986123048,nataliaporto,@fran_yeah e esse fÃ³rum aÃ­ Ã© bom? i do miss PL.  aushaushuas
Positive,1978272943,precious888,@Criela I shall see you later. 
Negative,2221179438,GeorginaShuker,Greatt .. I Have Piggie Flu And An Exam Tomoro  So Ill Get Blamed For Making All Of Year 11 Sick ..
Positive,2051719962,Amy2609,Started playing Sims again... I missed them so muchly 
Negative,2002030138,auslanderinka,@mashvan why all that without me?!!! 
Negative,2015700036,CookieGotGame,"Tweet,tweet,TWEET!!! Good Morning...just got back fron the gym, about to hop in the shower and get ready for work..and it's gonna be 90 "
Negative,1994779585,karinhoegh,@bossydk Ouch - not good 
Negative,2203360058,LittleShehzadi,"@tololy Oh, lucky girl! Now I'm craving some "
Positive,2055290565,FTSKBrittanyy,@heartsdesire456 There's nothing wrong with us LJ kids! @gabrielsaporta loves us! 
Negative,1834399987,Trishique_,damn are all the americans sleeping again?? 
Negative,2012852846,sombilon77,"@0herica yup closer, but im still taking summer at smc! and it sucks because the classes filled up fast, thanks to the budget cuts "
Positive,1982803607,ManMadeMoon,@MultiplyRaquel I'd LOVE a PA... Unfortunatly I can't afford a PA. I can't even afford to go on holiday. 
Negative,2002692826,bxblondqt21,At werk so excitin 
Positive,1956374128,iluvmypodju,@xXmIxEdMoDeLXx im not good in  movies mysel fim more of a music person if anything 
Negative,2063582337,ZenaWest,"I'm such a child. Threw a massive hissy-fit that I was outbid for my micro-kiln. I'd gotten my hopes up about getting it, had made plans "
Negative,1468657673,ThinCasey12,"For once in ages, I cant hear that bloody tap driping. But now we have no cold tap in the bathroom  RIP tap!!!"
Positive,1833868478,boughtalotto,On my iPod  my fat fingers aren't good with the keyboard !
Negative,1836349375,shutupmeg,(@scuba_suzy) now that neighbors have shut up (finally) i might try and go to sleep again 
Negative,2327795224,anjulicd,@neuralclone oh nos!  what about veggie turkey?! I totally had a veggie turkey sandwich yesterday and it was *so* good
Negative,1990630849,sarahschng,I am a naughty girl because I spend lots of money 
Positive,1882302175,richardBarley,"@ErinBowPeep Cool, well done "
Positive,2052855862,ilBen,@EleanorFruchter Mazal tov!  ×××¦××× ×××ª××××§×
Negative,1558642719,kleslie3,@Alowrey17 Come home to me!! twitter is not the same without you here!!! 
Positive,1932653686,heathermeeker,"@JessicaGottlieb  I'm working now, too.  "
Positive,1964279249,minarad,"poor lleyton hewitt. nadal will destroy him... also, i will soon be off to my vegas weekend! might actually gamble this time. "
Negative,2302998555,evil_cackle,@Allieandra nivea isn't going to stop your thumb from cooking!!!  re: touch typing - see!? this is why you need the ice! ... not funny! :O
Positive,2013551852,chriscade,"@PhilJohncock In July I'm doing a massive launch based on that content, and it will have a membership program  Check your DM for more info"
Negative,1998095301,yaymelissa,"My body aches, my head hurts, and my throat is sore "
Negative,2328524864,Major_Disaster,"@Rococos I want some, but the Girlfriend has the car   I love fresh fruit!!!"
Negative,2015844482,Prima__Scarlett,I cant change my desktop background and it sucks 
Positive,1771185907,iamajeanius,"i had a good day today, surprisingly  &quot;BANANA, GIVE ME A BANANA, SHIMMY!&quot; - jeany-ass"
Positive,2175408901,ifyouseekHina,"@yammy7 haha, im gonna pass out soon anyway "
Negative,2070971959,xOlitzz,"GeneSimmons , then watcging ArmyWives ; guesss i gotta miss Kardashians  -- 15 more days  (:"
Negative,2215646973,mike239,"@IndywoodFILMS dude, you guys tweet too much "
Positive,1558732900,MOLLYQERIM_ESPN,Some QT with the fam 
Positive,2180100973,tarynromanowich,@darker_artic hugs. Cheer up. 
Positive,1973366989,melody,@rsuenaga dont fall off the mountain. i wont miss you 
Positive,2059366684,aboateng,"my tweeps, ima get sum sleep.. had an awesome nite. peace an love "
Positive,1565504477,BigBlueFox,@fawksbeaumont You want moar 1MAW? I may pick it up again eventually.... 
Negative,2008872263,babiboi19,My phone speakers got wet and now it's really low. Hopefully it dries.... Please 
Positive,1752847740,adrianna321,Watching jackass the movie  http://twitpic.com/4wlgi
Negative,1692815927,bigflipp,@LCLaurenConrad I missed tonights episode so now i have to wait for it to come online 
Positive,1963220941,JodieMiley,BEST SONG FROM A MOVIE IS ... Miley Cyrus &quot;The Climb&quot;     XXXXX
Positive,2011165688,PocketAzn,Workin my ass off by sitting to much 
Negative,1970094266,gabysslave,@ruthward revising here unfortunately so not much fun 
Positive,1755346340,hayleeraea,"mothers day, with mom. as it should be  haha. Happy Mothers Day to all you mothers! xoxo"
Positive,1999531261,lexeskobar,i love it when some one takes me out for dinner!!!!!!!!!!!!!1 
Negative,1976904744,intuitiveartist,The Randolph kids show was amazing!  P and A were superstars!  (Never a doubt!)  Sad to have to leave 
Negative,2259758541,hannahnicklin,Oh FUCK. the mini usb has stopped taking a charge reliably now. This phone may not last me til mid-july upgrade 
Negative,2222187696,samutoo,"Hates moving and assessments, especially at the same time "
Positive,2047986948,murtaghlove,@laurenconrad http://twitpic.com/6otml - fancy coming to England?  XOXO
Positive,1989163827,jfkjohan,@eigenliebe oh the interesting entries haven't started yet!!! the game starts soon on @airasiablog standby aights??? 
Positive,2052484881,epcotx,@davorado  @RichardBejah  @luv4Animation   Thank you 4 the very kind #followfriday endorsements! U folks R gr8! Cheers!  
Negative,1467816149,Pbearfox,@julieebaby awe i love you too!!!! 1 am here  i miss you
Positive,2058381462,SierraJB,WANTS TO HELP BECCA go to WORLD TOUR 
Negative,2219250165,amanda_pandaa,@geraldinepang I love ice cream but ahh i'm gonna resist that temptation now because I've put on weight 
Positive,1759274667,carolyn_kissed,@moonfrye my day has been delightful   and it sounds like you are enjoyin yourself 
Negative,1976882947,NellyNellz00,Let's goooo CAVS!!!!!! Nobody wants to see Orlando in the finals 
Negative,1687425644,runfromzelda,turns out i didn't need to do all that alg revision last night. what time wasted.  lots of work to be done tonight! it sucks.
Positive,2062423523,hannnnnnnah,@victoriax3jonas ahhh I knew you would love the show 
Positive,2045628599,moxylady,@endoplasmic Saw the new Google Street View last night while adding links to our vaca pix. Was wondering when it came - very nice indeed! 
Negative,2067789415,princ3z_steph,Im sick  my throat is killing me
Negative,2236612230,AVJaysonAV,@pimpyouriphone they didnt offer me it   i had the 5% or free sms between 7-8pm or summit else but it wasnt very gd
Negative,2058761799,gertyanne,I got burnt to an uber crisp 
Negative,1971400658,xMoushiex,"is going to spend the day catching up on this weeks britains got talent before tonights final, i missed it all "
Negative,2237976623,craigmcgill,Car hell today means running behind on client-stuff so no sneaking out for 32GB iPhone for me 
Positive,1754329172,sorfeo,Happy mother's day to all of you out there 
Negative,2242083998,nakedWeb,@rob_james I think you best unfollow me 
Positive,2174460229,Ashtear,@yenichromatic http://twitpic.com/7g4g1 you're a freaky ghost babe! 
Positive,1971827247,Lode_,BBQ!! sun!! beer (non-alcoholic)!!! 0% cider!! wooooooo..... all that's missing is the upcoming food-overload 
Negative,1983529644,_Weebs,@Steph_x i was hoping she'd shoot everyone. unfortunately didn't 
Positive,1559292578,ientje89,@WarholGirl  Happy Easter to you!! 
Negative,2186477499,LustyLoveless,*\___ wish i had an airplane so i could make practice 
Positive,1983156249,katesiverson,I just woke up and I'm eating a peanut butter sandwich. I love simple days like this 
Negative,2045287750,aussiesmith,#thingsthathurtthemost : hearing my grandmother cry 
Negative,2198637953,hailey_letang,@FoxyOxymoron i was there  i was SPEECHLESS. i stayed at my seat kus it was the last time id sit in it til next yr. then i wenthome &amp;cried
Negative,1881446609,amykwhite,"Senior son's last day of high schhol ever...oh bartender, pharmacist...today I may need you.  #fb"
